id,symbol,name,type,is_active,payout,min_order_amount,max_order_amount,min_duration,max_duration,available_timeframes,created_at,updated_at
513,USDEGP_otc,USDEGP_otc,currency,1,80.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555372
515,USDCOP_otc,USDCOP_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555372
517,USDPKR_otc,USDPKR_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555896
519,USDVND_otc,USDVND_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555896
521,Microsoft_otc,Microsoft_otc,currency,1,87.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555896
523,Tesla_otc,Tesla_otc,currency,1,73.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555877
525,American_Express_otc,American_Express_otc,currency,1,37.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555372
526,USDSGD_otc,USDSGD_otc,currency,1,70.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555896
528,YERUSD_otc,YERUSD_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555896
530,LBPUSD_otc,LBPUSD_otc,currency,1,22.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555012
532,TNDUSD_otc,TNDUSD_otc,currency,1,57.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555372
534,MADUSD_otc,MADUSD_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555372
536,BHDCNY_otc,BHDCNY_otc,currency,1,63.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.554018
538,AEDCNY_otc,AEDCNY_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.554018
540,SARCNY_otc,SARCNY_otc,currency,1,79.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555372
542,QARCNY_otc,QARCNY_otc,currency,1,85.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555372
544,OMRCNY_otc,OMRCNY_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555372
546,JODCNY_otc,JODCNY_otc,currency,1,59.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555012
548,IRRUSD_otc,IRRUSD_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555012
550,SYPUSD_otc,SYPUSD_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555372
552,NGNUSD_otc,NGNUSD_otc,currency,1,67.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555372
554,KESUSD_otc,KESUSD_otc,currency,1,85.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555012
556,ZARUSD_otc,ZARUSD_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555896
558,UAHUSD_otc,UAHUSD_otc,currency,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555372
560,VIX_otc,VIX_otc,stock,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.837464,2026-03-01 01:48:56.555896
562,PLTR_otc,PLTR_otc,stock,1,76.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555372
566,GME_otc,GME_otc,stock,1,40.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555012
568,AMD_otc,AMD_otc,stock,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.554018
570,COIN_otc,COIN_otc,stock,1,45.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.554018
572,MARA_otc,MARA_otc,stock,1,92.0,1.0,50000.0,5,43200,"[60, 120, 180, 300, 600, 900, 1800, 2700, 3600, 7200, 10800, 14400]",2026-02-26 16:39:12.836467,2026-03-01 01:48:56.555372
