id,account_id,strategy_id,amount,stop1,stop2,no_hibernate_on_consecutive_stop,stop_amount_win,stop_amount_loss,soros,martingale,timeframe,min_confidence,cooldown_seconds,trade_timing,all_win_percentage,highest_balance,initial_balance,is_active,daily_trades_count,last_trade_date,last_trade_time,consecutive_stop_cooldown_until,last_activity_timestamp,soros_level,soros_amount,martingale_level,martingale_amount,loss_consecutive,win_consecutive,total_wins,total_losses,smart_reduction_enabled,smart_reduction_loss_trigger,smart_reduction_win_restore,smart_reduction_percentage,smart_reduction_active,smart_reduction_base_amount,smart_reduction_loss_count,smart_reduction_win_count,smart_reduction_cascading,smart_reduction_cascade_level,created_at,updated_at
1684290d-ac76-4008-9b5c-38a2d4debeef,344c94de-89bd-413c-ab2f-2f40a5fc0f1b,4ff6f89e-0790-4882-b867-65d0fe7aa26e,1.0,3,5,1,0.0,0.0,1,0,5,0.1,0,on_signal,0.0,50000.05,50000.0,1,261,2026-03-01 01:10:41.683315,2026-03-01 01:10:41.683315,,2026-03-01 01:10:41.683315,1,1.92,0,0.0,0,1,2,2,0,3,2,0.5,0,0.0,30,0,0,0,2026-02-28 21:12:40.770075,2026-03-01 01:10:41.693793
e9bf55da-6182-4b1f-8241-f640f40f8ca6,5c5848af-460c-4f10-ad3a-2ad3d3c03d39,e9b51b20-8e32-42df-b1ec-d9f8c2361ae6,1.0,3,5,1,0.0,0.0,0,0,5,0.1,0,on_signal,0.0,50003.12,50000.0,1,260,2026-03-01 01:10:40.498078,2026-03-01 01:10:40.498078,,2026-03-01 01:10:40.498078,0,0.0,0,0.0,0,0,0,0,0,3,2,0.5,0,0.0,18,0,0,0,2026-02-28 21:14:08.270129,2026-03-01 01:10:42.229016
80ef0dfc-fab4-4135-8c7f-d7f2b4704250,ca56e737-e459-43f3-8cc9-c5b9da8f5911,ac4035e5-0145-40ba-9743-279c13ec08ad,1.0,3,5,1,0.0,0.0,0,0,5,0.1,0,on_signal,0.0,50005.52,50000.0,1,262,2026-03-01 01:10:38.643225,2026-03-01 01:10:38.643225,,2026-03-01 01:10:38.643225,0,0.0,0,0.0,4,0,2,4,0,3,2,0.5,0,0.0,0,0,0,0,2026-02-28 21:22:08.058275,2026-03-01 01:10:38.684808
d7a458e0-c6bb-4ead-a2eb-d68edb48da30,b8c20503-9e64-4668-b7a7-8c128bc0667c,aeb90a79-fb2d-498b-b85a-8a2936112830,1.0,3,5,1,0.0,0.0,0,0,5,0.1,0,on_signal,0.0,50004.72,50000.0,1,260,2026-03-01 01:10:40.787111,2026-03-01 01:10:40.787111,,2026-03-01 01:10:40.787111,0,0.0,0,0.0,1,0,1,2,0,3,2,0.5,0,0.0,0,0,0,0,2026-02-28 21:58:23.078163,2026-03-01 01:10:40.809822
846b68c9-bbfc-4af3-8b18-fbe3c207bdf2,986ab179-e28a-4b65-8921-e043c7519f5b,65185ab5-892e-42e9-92e1-d17456905a52,1.0,3,5,1,0.0,0.0,0,0,5,0.1,0,on_signal,0.0,95.9,92.42,1,213,2026-03-01 01:10:40.293872,2026-03-01 01:10:40.293872,,2026-03-01 01:10:40.293872,0,0.0,0,0.0,1,0,2,2,0,3,2,0.5,0,0.0,0,0,0,0,2026-03-01 00:07:43.295291,2026-03-01 01:10:40.356631
